datetime,co,no,no2,o3,so2,pm2_5,pm10,nh3,aqi,temperature_2m,relative_humidity_2m,surface_pressure,pressure_msl,precipitation,cloudcover,windspeed_10m,direct_radiation
2020-11-25 01:00:00,2937.32,6.26,51.41,0.77,25.99,243.48,314.88,60.8,5.0,10.0,88.0,872.4,1018.3,0.0,3.0,2.5,0.0
2020-11-25 02:00:00,3311.16,14.98,49.35,4.96,29.8,257.94,346.24,71.94,5.0,9.6,87.0,871.9,1018.0,0.0,3.0,2.2,0.0
2020-11-25 03:00:00,3791.81,21.68,52.78,25.03,32.9,289.31,393.51,78.02,5.0,9.5,86.0,871.5,1017.6,0.0,0.0,2.5,0.0
2020-11-25 04:00:00,1121.52,4.19,20.74,85.83,22.65,95.82,120.04,13.93,5.0,9.2,85.0,871.3,1017.5,0.0,0.0,2.9,0.0
2020-11-25 05:00:00,1001.36,3.07,17.14,118.73,23.6,101.84,122.11,10.26,5.0,8.4,89.0,870.9,1017.5,0.0,14.0,5.2,0.0
2020-11-25 06:00:00,947.95,1.93,13.37,157.36,23.84,116.36,136.19,8.49,5.0,9.1,86.0,871.6,1017.9,0.0,64.0,3.7,0.0
2020-11-25 07:00:00,700.95,0.71,5.66,161.65,15.14,94.06,108.58,5.45,5.0,10.8,82.0,873.3,1018.9,0.0,58.0,5.1,28.0
2020-11-25 08:00:00,574.11,0.35,3.0,153.07,10.13,76.3,88.4,4.18,5.0,15.2,64.0,876.1,1019.9,0.0,35.0,1.1,146.0
2020-11-25 09:00:00,520.71,0.26,2.66,145.91,7.87,65.92,77.76,3.96,5.0,17.0,54.0,877.2,1020.2,0.0,39.0,1.1,307.0
2020-11-25 10:00:00,921.25,1.12,13.02,104.43,7.45,82.6,108.96,9.25,5.0,18.6,48.0,877.5,1019.7,0.0,43.0,2.4,415.0
2020-11-25 11:00:00,1628.88,1.1,31.53,58.65,7.45,119.46,167.64,14.82,5.0,19.3,47.0,876.9,1018.6,0.0,51.0,5.2,481.0
2020-11-25 12:00:00,2429.96,0.31,54.15,19.49,8.11,159.79,227.59,20.01,5.0,19.5,48.0,876.4,1017.9,0.0,63.0,7.6,473.0
2020-11-25 13:00:00,3097.53,4.53,63.75,2.26,10.97,204.85,293.27,27.87,5.0,19.3,49.0,875.6,1017.1,0.0,72.0,7.9,342.0
2020-11-25 14:00:00,3631.59,14.31,58.26,0.1,13.47,252.09,362.96,35.97,5.0,18.7,51.0,874.8,1016.5,0.0,86.0,7.4,256.0
2020-11-25 15:00:00,4219.06,23.25,52.78,0.01,14.78,300.95,431.47,41.04,5.0,17.7,55.0,874.4,1016.6,0.0,92.0,6.3,91.0
2020-11-25 16:00:00,5020.14,28.61,56.89,0.01,18.12,373.39,515.11,49.14,5.0,16.4,63.0,874.1,1016.9,0.0,78.0,3.8,12.0
2020-11-25 17:00:00,5607.61,30.85,61.69,0.0,21.22,434.4,579.88,56.24,5.0,14.6,76.0,873.2,1016.8,0.0,82.0,3.3,0.0
2020-11-25 18:00:00,5447.39,29.5,61.01,0.01,21.22,439.21,573.54,54.72,5.0,13.6,81.0,873.7,1017.9,0.0,80.0,1.1,0.0
2020-11-25 19:00:00,5180.36,25.03,63.06,0.01,22.17,425.3,542.89,55.22,5.0,13.0,83.0,874.3,1018.9,0.0,100.0,0.4,0.0
2020-11-25 20:00:00,5180.36,20.12,70.6,0.03,25.75,426.34,529.97,62.32,5.0,13.4,79.0,874.9,1019.4,0.0,99.0,1.8,0.0
2020-11-25 21:00:00,5020.14,14.08,76.77,0.12,28.61,420.58,513.04,67.89,5.0,12.7,82.0,874.8,1019.6,0.0,87.0,2.9,0.0
2020-11-25 22:00:00,4539.49,7.15,77.46,0.64,28.13,382.91,463.23,66.88,5.0,11.5,88.0,874.0,1019.4,0.0,89.0,2.2,0.0
2020-11-25 23:00:00,4165.65,3.19,77.46,1.41,28.13,356.95,429.78,65.86,5.0,10.5,92.0,873.4,1019.2,0.0,87.0,2.5,0.0
2020-11-26 00:00:00,4272.46,1.96,80.2,1.86,29.33,368.96,439.91,66.88,5.0,10.2,92.0,873.0,1018.9,0.0,85.0,1.8,0.0
2020-11-26 01:00:00,4379.27,2.21,80.2,2.91,30.28,374.34,447.96,70.93,5.0,10.0,91.0,872.6,1018.5,0.0,85.0,1.8,0.0
2020-11-26 02:00:00,4592.9,7.94,80.2,3.4,33.38,380.06,469.36,80.05,5.0,10.1,87.0,872.1,1018.0,0.0,91.0,2.2,0.0
2020-11-26 03:00:00,4859.92,16.54,76.08,12.34,34.81,390.08,492.35,82.08,5.0,9.7,86.0,871.4,1017.4,0.0,94.0,3.7,0.0
2020-11-26 04:00:00,1482.01,3.8,34.62,68.67,29.09,137.71,164.58,13.05,5.0,9.0,87.0,871.4,1017.7,0.0,91.0,4.1,0.0
2020-11-26 05:00:00,1321.79,4.02,28.1,95.84,28.37,131.96,156.14,9.37,5.0,8.6,93.0,871.9,1018.5,0.0,93.0,5.2,0.0
2020-11-26 06:00:00,1228.33,3.05,22.28,134.47,27.66,138.52,161.21,8.04,5.0,8.8,92.0,872.9,1019.6,0.0,97.0,6.3,0.0
2020-11-26 07:00:00,947.95,1.26,11.48,165.94,20.74,123.91,141.75,5.51,5.0,10.9,84.0,874.6,1020.4,0.0,93.0,6.3,17.0
2020-11-26 08:00:00,821.11,0.51,6.26,177.38,16.45,113.54,130.26,4.62,5.0,15.3,67.0,877.2,1021.1,0.0,93.0,3.4,106.0
2020-11-26 09:00:00,747.68,0.28,4.84,173.09,13.59,102.31,119.5,4.43,5.0,17.3,57.0,878.3,1021.3,0.0,96.0,1.5,235.0
2020-11-26 10:00:00,1081.47,0.6,15.08,120.16,9.89,106.52,137.27,9.75,5.0,18.8,49.0,878.5,1020.7,0.0,93.0,3.4,357.0
2020-11-26 11:00:00,1708.98,0.43,33.59,63.66,7.99,131.22,183.75,15.45,5.0,19.7,46.0,877.8,1019.5,0.0,97.0,5.5,455.0
2020-11-26 12:00:00,2590.18,0.05,57.58,27.18,9.54,173.89,248.76,22.8,5.0,19.8,47.0,877.0,1018.5,0.0,97.0,7.9,407.0
2020-11-26 13:00:00,3417.97,1.38,75.4,7.42,14.78,231.34,330.44,35.47,5.0,19.6,50.0,876.4,1017.9,0.0,96.0,7.9,338.0
2020-11-26 14:00:00,4005.43,9.61,74.03,0.32,20.27,280.95,403.31,50.66,5.0,18.8,53.0,875.7,1017.5,0.0,94.0,8.6,218.0
2020-11-26 15:00:00,4539.49,18.77,69.92,0.03,26.23,325.93,465.02,66.88,5.0,17.5,58.0,875.2,1017.6,0.0,98.0,5.6,105.0
2020-11-26 16:00:00,5447.39,20.12,82.94,0.04,36.24,403.68,555.78,92.21,5.0,16.0,72.0,874.6,1017.7,0.0,98.0,1.5,22.0
2020-11-26 17:00:00,6034.85,18.11,95.96,0.06,43.87,462.32,616.26,112.47,5.0,15.6,63.0,874.4,1017.7,0.0,97.0,1.8,0.0
2020-11-26 18:00:00,5661.01,14.31,95.96,0.17,42.44,441.1,578.22,109.43,5.0,13.6,80.0,874.3,1018.6,0.0,99.0,1.1,0.0
2020-11-26 19:00:00,5126.95,8.83,94.59,0.4,39.58,397.36,509.27,101.33,5.0,12.8,82.0,874.8,1019.6,0.0,100.0,0.7,0.0
2020-11-26 20:00:00,4913.33,4.47,95.96,1.07,38.62,386.29,483.27,97.28,5.0,12.6,81.0,875.2,1020.2,0.0,100.0,1.4,0.0
2020-11-26 21:00:00,4806.52,1.43,95.96,2.91,37.67,390.44,477.16,93.22,5.0,12.4,82.0,875.4,1020.5,0.0,98.0,2.9,0.0
2020-11-26 22:00:00,4379.27,0.22,87.05,8.49,34.81,364.06,439.56,85.12,5.0,11.7,86.0,875.1,1020.6,0.0,98.0,2.5,0.0
2020-11-26 23:00:00,4005.43,0.03,78.83,13.95,33.38,333.54,400.62,81.06,5.0,11.3,87.0,874.7,1020.3,0.0,99.0,3.0,0.0
2020-11-27 00:00:00,4005.43,0.01,76.77,16.27,33.85,334.14,398.41,80.05,5.0,10.9,89.0,874.2,1019.9,0.0,99.0,3.0,0.0
2020-11-27 01:00:00,4165.65,0.06,78.83,15.74,35.29,352.65,422.47,83.09,5.0,10.6,90.0,873.7,1019.5,0.0,98.0,3.3,0.0
2020-11-27 02:00:00,4699.71,2.85,89.11,11.27,39.58,392.69,481.1,94.24,5.0,10.4,90.0,873.1,1019.0,0.0,99.0,3.8,0.0
2020-11-27 03:00:00,5500.79,14.31,93.22,17.88,43.87,454.29,565.02,106.39,5.0,10.2,89.0,872.8,1018.7,0.0,100.0,4.0,0.0
2020-11-27 04:00:00,6462.1,16.32,94.59,45.42,25.99,564.11,691.57,66.88,5.0,10.3,87.0,873.1,1019.0,0.0,100.0,3.7,0.0
2020-11-27 05:00:00,7049.56,7.94,87.05,123.02,14.66,695.36,828.34,41.54,5.0,10.2,83.0,873.2,1019.2,0.0,100.0,4.8,0.0
2020-11-27 06:00:00,6729.13,3.19,60.32,220.3,12.99,766.6,886.46,30.15,5.0,10.5,79.0,874.2,1020.1,0.0,100.0,4.8,0.0
2020-11-27 07:00:00,1201.63,0.85,12.17,157.36,18.84,157.96,175.15,4.31,5.0,11.7,74.0,875.5,1021.0,0.0,100.0,4.7,2.0
2020-11-27 08:00:00,988.01,0.57,8.48,161.65,17.17,133.02,147.47,3.93,5.0,14.3,69.0,877.4,1021.8,0.0,100.0,4.4,3.0
2020-11-27 09:00:00,974.66,0.4,7.11,173.09,17.88,136.49,151.31,4.18,5.0,16.8,54.0,878.8,1022.1,0.0,100.0,1.3,42.0
2020-11-27 10:00:00,1148.22,0.42,12.0,151.63,15.5,144.06,165.71,7.09,5.0,17.9,50.0,878.8,1021.6,0.0,97.0,1.3,69.0
2020-11-27 11:00:00,1482.01,0.2,22.96,111.58,12.4,155.86,188.43,10.89,5.0,18.9,45.0,878.6,1020.8,0.0,100.0,1.4,112.0
2020-11-27 12:00:00,1842.5,0.0,33.24,77.96,10.37,162.11,204.0,13.93,5.0,19.6,43.0,878.0,1019.8,0.0,42.0,4.2,186.0
2020-11-27 13:00:00,2349.85,0.0,47.3,49.35,9.78,191.52,252.96,19.76,5.0,19.9,43.0,877.4,1018.9,0.0,1.0,6.2,377.0
2020-11-27 14:00:00,2964.02,0.03,58.26,26.11,9.89,238.56,325.15,26.09,5.0,19.2,48.0,876.7,1018.4,0.0,8.0,8.0,363.0
2020-11-27 15:00:00,3364.56,0.13,60.32,15.74,9.89,269.39,373.68,29.89,5.0,18.2,54.0,876.5,1018.7,0.0,2.0,7.1,204.0
2020-11-27 16:00:00,3791.81,0.39,61.69,10.01,10.13,298.94,409.77,31.92,5.0,16.5,65.0,876.0,1019.1,0.0,3.0,3.3,60.0
2020-11-27 17:00:00,3952.03,0.64,62.38,7.42,11.09,321.87,434.57,31.92,5.0,16.0,61.0,876.1,1019.4,0.0,5.0,1.9,1.0
2020-11-27 18:00:00,3631.59,0.27,56.89,10.46,11.68,306.98,412.23,29.39,5.0,13.4,78.0,875.6,1020.2,0.0,1.0,1.4,0.0
2020-11-27 19:00:00,3177.64,0.02,48.67,17.35,12.64,272.75,361.23,28.37,5.0,12.9,77.0,876.0,1020.9,0.0,0.0,1.1,0.0
2020-11-27 20:00:00,2830.51,0.0,42.84,24.68,14.07,247.3,319.95,29.39,5.0,11.9,81.0,875.8,1021.3,0.0,0.0,2.2,0.0
2020-11-27 21:00:00,2536.77,0.0,38.73,31.11,15.5,229.84,291.3,30.4,5.0,11.0,84.0,875.8,1021.8,0.0,0.0,2.6,0.0
2020-11-27 22:00:00,2189.64,0.0,33.93,38.62,16.21,207.7,260.31,30.4,5.0,10.8,83.0,875.8,1021.9,0.0,0.0,3.2,0.0
2020-11-27 23:00:00,1976.01,0.0,30.85,43.27,16.93,191.95,238.96,30.65,5.0,10.5,83.0,875.5,1021.7,0.0,0.0,3.0,0.0
2020-11-28 00:00:00,1976.01,0.0,31.53,42.92,18.6,194.21,237.95,31.41,5.0,10.1,83.0,874.9,1021.2,0.0,0.0,3.3,0.0
2020-11-28 01:00:00,2136.23,0.0,34.96,36.84,17.88,207.53,254.03,30.65,5.0,10.1,81.0,874.3,1020.5,0.0,0.0,3.4,0.0
2020-11-28 02:00:00,2590.18,1.87,41.47,28.25,13.95,236.44,294.03,27.87,5.0,10.1,77.0,873.7,1019.8,0.0,0.0,3.4,0.0
2020-11-28 03:00:00,3124.24,8.16,40.44,44.35,12.76,270.66,335.64,24.07,5.0,10.0,73.0,873.2,1019.2,0.0,0.0,3.8,0.0
2020-11-28 04:00:00,947.95,2.32,14.57,105.86,16.69,81.6,99.32,6.9,5.0,9.7,71.0,872.9,1019.1,0.0,0.0,3.8,0.0
2020-11-28 05:00:00,847.82,1.84,11.65,130.18,17.88,81.35,97.2,6.65,5.0,7.8,80.0,872.1,1019.2,0.0,0.0,5.4,0.0
2020-11-28 06:00:00,841.14,1.19,9.0,160.22,16.93,94.12,109.94,6.59,5.0,8.7,73.0,873.4,1020.2,0.0,0.0,4.1,0.0
2020-11-28 07:00:00,527.38,0.45,3.3,141.62,8.94,51.62,60.08,4.24,5.0,10.4,69.0,874.9,1021.0,0.0,0.0,6.4,43.0
2020-11-28 08:00:00,440.6,0.31,2.34,138.76,7.27,40.46,47.16,3.58,4.0,15.2,52.0,877.6,1021.6,0.0,0.0,2.9,187.0
2020-11-28 09:00:00,420.57,0.26,2.36,138.76,6.86,38.01,44.59,3.39,4.0,17.5,41.0,879.2,1022.2,0.0,0.0,2.5,346.0
2020-11-28 10:00:00,440.6,0.32,4.2,134.47,7.51,38.14,46.05,3.77,4.0,18.8,36.0,879.2,1021.6,0.0,0.0,5.0,470.0
2020-11-28 11:00:00,494.0,0.18,7.63,124.45,8.82,40.72,50.83,4.5,4.0,19.8,31.0,878.5,1020.2,0.0,0.0,6.2,541.0
2020-11-28 12:00:00,554.09,0.0,10.37,113.01,9.89,42.73,54.7,5.26,4.0,20.5,27.0,877.4,1018.6,0.0,0.0,6.9,549.0
2020-11-28 13:00:00,1001.36,0.0,22.28,83.69,11.33,66.31,91.88,11.4,5.0,20.8,26.0,876.5,1017.4,0.0,0.0,7.7,492.0
2020-11-28 14:00:00,1628.88,0.0,36.67,55.08,13.35,108.07,155.52,21.28,5.0,20.4,27.0,875.9,1016.9,0.0,0.0,8.2,379.0
2020-11-28 15:00:00,2109.53,0.0,45.24,42.2,17.17,147.07,213.62,33.44,5.0,19.3,31.0,875.5,1017.0,0.0,0.0,6.0,224.0
2020-11-28 16:00:00,2670.29,0.0,54.84,35.41,22.89,191.01,270.6,49.14,5.0,16.8,54.0,874.5,1017.2,0.0,0.0,4.3,69.0
2020-11-28 17:00:00,3097.53,0.0,63.06,30.04,27.42,233.81,319.0,60.8,5.0,16.6,34.0,875.0,1017.8,0.0,0.0,1.5,1.0
2020-11-28 18:00:00,3097.53,0.0,63.06,27.54,26.94,246.53,327.99,59.78,5.0,13.3,57.0,874.1,1018.5,0.0,0.0,2.6,0.0
2020-11-28 19:00:00,3070.83,0.0,59.63,25.03,24.32,251.31,323.45,53.2,5.0,12.5,56.0,874.1,1019.0,0.0,0.0,3.0,0.0
2020-11-28 20:00:00,3150.94,0.0,58.26,23.96,24.8,263.53,328.23,52.69,5.0,12.2,53.0,874.3,1019.3,0.0,0.0,3.3,0.0
2020-11-28 21:00:00,3150.94,0.0,55.52,24.68,25.51,267.14,324.38,52.18,5.0,11.9,52.0,874.1,1019.3,0.0,0.0,3.7,0.0
2020-11-28 22:00:00,2990.72,0.0,52.09,26.11,25.75,257.39,309.06,52.18,5.0,11.4,52.0,873.9,1019.3,0.0,0.0,3.7,0.0
2020-11-28 23:00:00,2910.61,0.0,50.04,26.11,26.7,253.41,301.81,53.2,5.0,10.9,51.0,873.4,1019.0,0.0,0.0,3.7,0.0
2020-11-29 00:00:00,2990.72,0.0,50.72,24.68,28.37,263.61,310.62,54.72,5.0,10.1,51.0,872.4,1018.3,0.0,0.0,5.2,0.0
2020-11-29 01:00:00,3070.83,0.02,51.41,20.21,28.37,265.93,315.74,55.22,5.0,9.4,52.0,871.8,1018.0,0.0,0.0,4.5,0.0
2020-11-29 02:00:00,3337.86,3.35,52.09,17.17,26.94,281.17,343.08,53.7,5.0,9.1,52.0,871.4,1017.7,0.0,0.0,4.0,0.0
2020-11-29 03:00:00,3738.4,10.51,46.61,39.34,23.37,308.88,380.1,41.54,5.0,8.9,53.0,871.3,1017.6,0.0,0.0,3.7,0.0
2020-11-29 04:00:00,1495.36,3.3,22.62,111.58,27.42,124.15,149.29,12.92,5.0,8.9,54.0,871.4,1017.8,0.0,0.0,3.0,0.0
2020-11-29 05:00:00,1415.25,2.38,18.51,154.5,30.52,133.63,156.9,12.54,5.0,8.2,60.0,871.7,1018.5,0.0,0.0,3.7,0.0
2020-11-29 06:00:00,1361.85,1.23,12.34,200.27,29.33,152.82,175.37,11.78,5.0,9.5,53.0,872.8,1019.1,0.0,0.0,3.7,0.0
2020-11-29 07:00:00,647.54,0.47,4.2,173.09,16.93,69.11,77.72,5.13,5.0,11.7,50.0,874.5,1019.9,0.0,0.0,4.7,43.0
2020-11-29 08:00:00,594.14,0.29,3.04,175.95,15.02,64.95,72.48,5.0,5.0,16.2,41.0,877.4,1020.8,0.0,0.0,3.7,187.0
2020-11-29 09:00:00,614.17,0.23,3.04,183.11,15.5,70.31,78.29,5.32,5.0,18.7,29.0,878.8,1021.1,0.0,0.0,2.0,347.0
2020-11-29 10:00:00,607.49,0.18,3.94,183.11,15.26,69.19,77.63,5.26,5.0,20.2,28.0,878.7,1020.3,0.0,0.0,2.4,471.0
2020-11-29 11:00:00,620.84,0.07,5.91,175.95,15.74,70.4,80.12,5.32,5.0,21.3,26.0,878.1,1019.0,0.0,0.0,3.2,541.0
2020-11-29 12:00:00,654.22,0.0,7.54,164.51,15.5,70.71,82.04,5.7,5.0,21.9,26.0,877.2,1017.6,0.0,0.0,4.5,547.0
2020-11-29 13:00:00,1081.47,0.0,18.68,127.32,15.97,92.97,120.47,13.93,5.0,21.9,28.0,876.0,1016.3,0.0,0.0,5.0,490.0
2020-11-29 14:00:00,1735.69,0.0,32.56,94.41,19.79,135.31,190.05,30.4,5.0,21.4,31.0,875.2,1015.6,0.0,0.0,4.8,375.0
2020-11-29 15:00:00,2296.45,0.0,43.18,76.53,24.8,178.15,255.7,47.12,5.0,20.3,36.0,874.5,1015.4,0.0,0.0,4.5,221.0
2020-11-29 16:00:00,2937.32,0.0,52.78,65.09,30.99,228.3,319.83,64.85,5.0,17.3,64.0,873.7,1015.9,0.0,0.0,4.8,67.0
2020-11-29 17:00:00,3364.56,0.0,59.63,55.79,35.76,267.55,364.67,79.04,5.0,17.4,47.0,874.1,1016.3,0.0,0.0,2.6,1.0
2020-11-29 18:00:00,3311.16,0.0,58.26,47.21,34.81,271.65,363.18,79.04,5.0,14.3,65.0,873.3,1017.1,0.0,0.0,1.4,0.0
2020-11-29 19:00:00,3337.86,0.0,55.52,37.55,29.09,281.85,364.07,65.86,5.0,13.4,64.0,873.4,1017.7,0.0,0.0,2.9,0.0
2020-11-29 20:00:00,3524.78,0.0,54.84,31.11,27.18,311.08,387.72,59.78,5.0,13.1,61.0,873.5,1017.9,0.0,0.0,3.3,0.0
2020-11-29 21:00:00,3524.78,0.0,52.09,28.61,27.18,325.88,396.0,59.28,5.0,12.6,61.0,873.3,1018.0,0.0,0.0,3.2,0.0
2020-11-29 22:00:00,3284.45,0.0,47.3,26.82,26.23,309.02,373.56,57.25,5.0,12.1,62.0,873.3,1018.2,0.0,0.0,2.9,0.0
2020-11-29 23:00:00,3097.53,0.0,43.87,24.32,25.51,297.48,359.23,55.73,5.0,11.5,64.0,873.1,1018.3,0.0,0.0,2.5,0.0
2020-11-30 00:00:00,3204.35,0.01,45.24,21.28,26.46,310.34,370.23,56.24,5.0,11.0,65.0,872.7,1018.2,0.0,0.0,2.2,0.0
2020-11-30 01:00:00,3284.45,0.08,45.93,17.35,24.32,315.3,377.98,53.2,5.0,10.7,66.0,872.3,1017.9,0.0,0.0,3.3,0.0
2020-11-30 02:00:00,3631.59,3.91,47.98,10.73,17.64,328.75,405.41,43.06,5.0,10.2,67.0,871.7,1017.4,0.0,0.0,4.0,0.0
2020-11-30 03:00:00,4112.24,12.52,45.24,27.9,14.31,354.74,442.57,33.44,5.0,9.5,70.0,871.0,1017.0,0.0,0.0,4.3,0.0
2020-11-30 04:00:00,1188.28,2.24,17.14,115.87,20.74,114.84,135.74,10.77,5.0,9.0,72.0,870.8,1017.0,0.0,0.0,4.4,0.0
2020-11-30 05:00:00,1121.52,1.69,13.02,148.77,22.89,122.75,142.02,11.4,5.0,8.3,80.0,871.0,1017.7,0.0,0.0,3.6,0.0
2020-11-30 06:00:00,1081.47,0.96,8.65,180.24,21.94,132.31,150.63,11.65,5.0,8.4,79.0,871.4,1018.1,0.0,0.0,4.4,0.0
2020-11-30 07:00:00,674.25,0.41,3.6,163.08,11.92,80.07,89.52,6.84,5.0,10.3,73.0,872.9,1018.8,0.0,0.0,6.5,39.0
2020-11-30 08:00:00,627.52,0.3,3.04,167.37,11.44,76.59,85.08,6.4,5.0,15.7,52.0,876.2,1019.7,0.0,0.0,3.6,177.0
2020-11-30 09:00:00,647.54,0.24,3.3,173.09,12.4,81.35,90.3,6.52,5.0,18.0,41.0,877.4,1019.9,0.0,0.0,1.5,335.0
2020-11-30 10:00:00,647.54,0.16,4.11,174.52,13.35,83.23,92.75,6.14,5.0,19.5,36.0,877.5,1019.3,0.0,0.0,1.9,459.0
2020-11-30 11:00:00,667.57,0.05,5.91,170.23,14.31,86.21,97.37,5.95,5.0,20.7,31.0,877.1,1018.2,0.0,0.0,2.0,530.0
2020-11-30 12:00:00,680.92,0.0,7.11,158.79,13.95,85.98,98.77,5.76,5.0,21.2,30.0,876.4,1017.1,0.0,0.0,3.0,535.0
2020-11-30 13:00:00,1214.98,0.0,21.25,115.87,12.28,113.83,145.69,13.3,5.0,21.0,33.0,875.3,1015.9,0.0,0.0,5.1,476.0
2020-11-30 14:00:00,2056.12,0.0,39.07,69.38,11.44,171.98,234.57,22.8,5.0,20.2,42.0,874.3,1015.2,0.0,0.0,5.9,362.0
2020-11-30 15:00:00,2777.1,0.0,50.04,44.7,12.76,230.18,317.92,30.65,5.0,19.2,49.0,874.0,1015.3,0.0,0.0,5.9,211.0
2020-11-30 16:00:00,3578.19,0.0,61.01,33.98,19.07,298.76,402.34,45.6,5.0,17.1,66.0,873.3,1015.6,0.0,0.0,3.7,63.0
2020-11-30 17:00:00,4058.84,0.0,66.49,26.46,19.07,350.51,460.61,47.62,5.0,16.7,59.0,873.5,1016.0,0.0,0.0,4.0,1.0
2020-11-30 18:00:00,3845.22,0.0,61.69,23.96,13.59,346.51,450.09,35.97,5.0,16.1,61.0,874.1,1017.1,0.0,0.0,2.5,0.0
2020-11-30 19:00:00,3578.19,0.0,55.52,22.17,9.3,333.21,421.88,25.33,5.0,13.7,74.0,873.8,1018.0,0.0,0.0,1.1,0.0
2020-11-30 20:00:00,3524.78,0.0,51.41,21.46,9.06,336.66,413.21,22.8,5.0,12.7,75.0,873.9,1018.6,0.0,0.0,2.5,0.0
2020-11-30 21:00:00,3391.27,0.0,46.61,22.89,10.37,331.4,397.7,24.57,5.0,12.2,74.0,874.1,1019.1,0.0,0.0,2.9,0.0
2020-11-30 22:00:00,3097.53,0.0,41.13,23.6,10.85,310.46,369.77,25.08,5.0,11.9,74.0,874.0,1019.2,0.0,0.0,2.9,0.0
2020-11-30 23:00:00,2910.61,0.0,37.7,21.99,10.61,295.87,350.98,24.57,5.0,11.7,75.0,873.8,1019.0,0.0,0.0,3.3,0.0
2020-12-01 00:00:00,3017.43,0.01,38.73,19.67,11.68,305.02,358.75,26.09,5.0,11.3,77.0,873.2,1018.6,0.0,0.0,4.0,0.0
2020-12-01 01:00:00,3150.94,0.07,41.13,18.06,12.16,304.7,362.61,30.15,5.0,10.6,81.0,872.7,1018.3,0.0,0.0,4.4,0.0
2020-12-01 02:00:00,3524.78,2.74,45.24,12.88,11.68,315.8,390.48,32.93,5.0,10.0,85.0,871.9,1017.8,0.0,0.0,4.7,0.0
2020-12-01 03:00:00,3952.03,10.62,43.18,27.9,12.16,336.76,424.48,30.65,5.0,9.4,87.0,871.6,1017.7,0.0,0.0,4.7,0.0
2020-12-01 04:00:00,794.41,1.33,9.94,107.29,11.8,75.71,89.33,7.03,5.0,8.9,89.0,871.6,1018.0,0.0,0.0,4.7,0.0
2020-12-01 05:00:00,667.57,1.01,6.68,123.02,11.09,68.53,79.38,6.78,5.0,8.3,92.0,871.8,1018.6,0.0,0.0,5.1,0.0
2020-12-01 06:00:00,600.82,0.64,4.5,137.33,10.37,67.03,76.49,6.27,5.0,8.2,90.0,872.3,1019.2,0.0,0.0,5.5,0.0
2020-12-01 07:00:00,560.76,0.41,3.17,145.91,9.66,63.7,71.81,5.95,5.0,10.1,81.0,874.1,1020.3,0.0,0.0,6.5,36.0
2020-12-01 08:00:00,567.44,0.31,2.91,151.63,10.25,66.59,74.62,6.08,5.0,15.3,53.0,877.4,1021.3,0.0,0.0,3.0,169.0
2020-12-01 09:00:00,600.82,0.25,3.26,160.22,11.44,73.17,81.92,6.46,5.0,17.2,45.0,878.3,1021.3,0.0,0.0,1.5,323.0
2020-12-01 10:00:00,587.46,0.18,4.24,157.36,11.92,71.71,81.05,6.08,5.0,18.6,43.0,878.4,1020.7,0.0,0.0,1.1,445.0
2020-12-01 11:00:00,580.79,0.06,6.08,145.91,11.8,67.5,78.24,5.64,5.0,19.7,40.0,878.0,1019.7,0.0,0.0,1.6,515.0
2020-12-01 12:00:00,574.11,0.0,7.11,131.61,10.73,62.09,74.34,5.26,5.0,20.2,39.0,877.1,1018.4,0.0,0.0,3.3,523.0
2020-12-01 13:00:00,867.84,0.0,14.74,107.29,9.78,77.85,102.18,10.26,5.0,20.3,39.0,876.2,1017.3,0.0,0.0,5.1,466.0
2020-12-01 14:00:00,1375.2,0.0,24.33,79.39,9.54,111.94,157.9,17.48,5.0,19.7,43.0,875.3,1016.6,0.0,2.0,5.9,353.0
2020-12-01 15:00:00,1735.69,0.0,29.13,60.08,9.3,141.85,206.43,22.04,5.0,18.6,48.0,874.6,1016.3,0.0,0.0,5.4,203.0
2020-12-01 16:00:00,2403.26,0.0,37.7,39.34,9.18,194.63,283.4,27.36,5.0,16.8,68.0,873.9,1016.5,0.0,0.0,3.3,60.0
2020-12-01 17:00:00,3124.24,0.02,47.98,21.46,9.18,258.98,371.03,31.16,5.0,16.4,56.0,873.9,1016.7,0.0,0.0,5.0,1.0
2020-12-01 18:00:00,3284.45,0.04,51.41,15.2,10.13,286.43,404.07,31.92,5.0,15.1,65.0,873.9,1017.3,0.0,0.0,3.1,0.0
2020-12-01 19:00:00,3231.05,0.03,50.72,14.31,12.04,289.48,397.81,33.44,5.0,13.0,77.0,873.5,1018.0,0.0,0.0,3.3,0.0
2020-12-01 20:00:00,3231.05,0.02,50.72,13.59,13.71,298.1,396.19,35.47,5.0,12.6,73.0,873.7,1018.5,0.0,0.0,2.2,0.0
2020-12-01 21:00:00,3124.24,0.01,48.67,15.74,14.9,302.53,391.29,36.48,5.0,12.0,73.0,873.5,1018.5,0.0,0.0,2.5,0.0
2020-12-01 22:00:00,2857.21,0.0,43.87,19.85,14.9,289.76,370.13,35.97,5.0,11.5,75.0,873.2,1018.5,0.0,0.0,2.9,0.0
2020-12-01 23:00:00,2696.99,0.0,40.78,21.64,15.14,283.57,358.34,35.97,5.0,10.9,78.0,872.6,1018.1,0.0,0.0,3.2,0.0
2020-12-02 00:00:00,2803.8,0.01,42.16,20.56,17.17,296.81,368.77,38.51,5.0,10.6,79.0,872.0,1017.6,0.0,0.0,3.3,0.0
