datetime,co,no,no2,o3,so2,pm2_5,pm10,nh3,aqi,temperature_2m,relative_humidity_2m,surface_pressure,pressure_msl,precipitation,cloudcover,windspeed_10m,direct_radiation
2022-06-26 00:00:00,460.62,0.0,5.48,29.33,3.93,10.19,11.12,0.89,2.0,21.0,96.0,867.3,1006.6,0.8,100.0,1.5,0.0
2022-06-26 01:00:00,480.65,0.08,6.43,27.89,4.89,11.17,12.4,1.01,2.0,20.9,94.0,866.8,1006.1,1.1,100.0,0.5,0.0
2022-06-26 02:00:00,527.38,0.38,7.71,28.97,6.14,12.81,14.63,1.23,2.0,20.6,95.0,866.5,1005.9,0.9,100.0,1.3,0.0
2022-06-26 03:00:00,594.14,0.8,9.68,35.76,8.23,16.21,18.66,1.68,2.0,20.5,96.0,866.1,1005.5,0.4,100.0,2.3,0.0
2022-06-26 04:00:00,460.62,0.32,5.91,51.5,4.95,8.98,10.45,1.31,1.0,20.4,97.0,866.3,1005.7,0.1,100.0,2.1,0.0
2022-06-26 05:00:00,420.57,0.29,4.03,55.79,4.05,7.04,8.22,1.19,1.0,20.6,97.0,867.5,1007.0,0.0,100.0,2.1,0.0
2022-06-26 06:00:00,400.54,0.23,2.63,60.08,3.46,6.12,7.09,1.03,1.0,20.8,97.0,867.7,1007.2,1.7,100.0,2.9,0.0
2022-06-26 07:00:00,377.18,0.17,2.25,60.8,3.19,5.58,6.42,0.93,1.0,22.4,87.0,869.0,1007.9,0.4,100.0,1.8,36.0
2022-06-26 08:00:00,377.18,0.13,2.38,59.37,3.13,5.59,6.37,0.88,1.0,23.4,85.0,869.6,1008.1,0.1,100.0,1.5,130.0
2022-06-26 09:00:00,377.18,0.07,2.66,56.51,3.07,5.67,6.42,0.85,1.0,24.6,81.0,870.1,1008.1,0.1,99.0,2.7,201.0
2022-06-26 10:00:00,397.21,0.06,3.94,52.21,3.93,6.57,7.53,0.99,1.0,25.8,74.0,870.0,1007.4,0.2,100.0,3.8,313.0
2022-06-26 11:00:00,440.6,0.08,6.0,47.92,5.13,8.09,9.46,1.12,1.0,24.9,75.0,869.4,1007.1,1.7,98.0,1.9,60.0
2022-06-26 12:00:00,487.33,0.09,7.97,43.99,5.9,9.48,11.21,1.19,1.0,24.4,77.0,869.2,1007.2,1.3,100.0,4.8,167.0
2022-06-26 13:00:00,707.63,0.2,13.37,22.89,3.55,15.38,21.14,1.68,2.0,25.0,77.0,868.6,1006.2,0.3,95.0,1.5,194.0
2022-06-26 14:00:00,1041.41,0.85,17.65,5.36,2.53,26.78,39.24,2.72,4.0,23.6,83.0,868.0,1006.1,7.0,100.0,4.7,118.0
2022-06-26 15:00:00,1375.2,3.69,18.68,0.51,3.04,40.59,57.82,4.56,4.0,22.7,90.0,867.6,1006.1,3.0,98.0,5.4,65.0
2022-06-26 16:00:00,1682.28,5.76,20.39,0.25,3.93,54.94,71.24,6.27,5.0,22.0,94.0,867.2,1006.0,0.9,100.0,2.1,42.0
2022-06-26 17:00:00,1815.8,6.54,18.85,0.2,3.16,63.6,77.57,3.8,5.0,23.4,86.0,867.5,1005.7,0.3,98.0,2.2,0.0
2022-06-26 18:00:00,1708.98,5.53,16.62,0.55,2.32,61.57,71.12,1.82,5.0,22.7,94.0,867.5,1006.0,0.0,98.0,1.5,22.0
2022-06-26 19:00:00,680.92,0.0,13.19,25.39,8.34,20.44,22.54,1.11,3.0,22.5,92.0,868.2,1006.9,0.0,100.0,2.3,0.0
2022-06-26 20:00:00,634.19,0.0,13.71,23.6,9.06,19.07,20.97,1.06,2.0,21.3,95.0,868.2,1007.5,0.0,100.0,2.3,0.0
2022-06-26 21:00:00,620.84,0.0,13.71,21.64,9.06,18.51,20.31,1.0,2.0,21.4,95.0,869.1,1008.5,0.0,100.0,2.7,0.0
2022-06-26 22:00:00,574.11,0.0,12.17,20.74,7.99,16.34,17.84,0.82,2.0,20.9,96.0,869.2,1008.9,0.0,100.0,3.1,0.0
2022-06-26 23:00:00,540.73,0.0,11.48,20.56,7.51,14.75,16.04,0.75,2.0,21.0,96.0,869.9,1009.6,0.6,100.0,1.1,0.0
2022-06-27 00:00:00,534.06,0.0,12.34,20.38,8.11,14.8,16.05,0.91,2.0,21.1,94.0,869.4,1009.0,0.5,100.0,2.2,0.0
2022-06-27 01:00:00,514.03,0.09,11.65,21.1,7.99,13.88,15.25,0.82,2.0,21.0,95.0,868.8,1008.4,0.3,100.0,1.8,0.0
2022-06-27 02:00:00,494.0,0.4,10.28,23.6,7.39,12.79,14.51,0.93,2.0,20.8,96.0,868.3,1007.9,0.2,100.0,0.0,0.0
2022-06-27 03:00:00,487.33,0.68,8.91,30.04,6.85,11.96,13.94,0.99,2.0,20.7,97.0,868.2,1007.8,0.2,100.0,1.5,0.0
2022-06-27 04:00:00,473.98,0.78,7.45,43.27,6.68,11.81,13.97,1.27,2.0,20.5,98.0,868.1,1007.8,0.2,100.0,0.0,0.0
2022-06-27 05:00:00,453.95,0.61,5.36,62.94,6.62,11.97,14.07,1.23,2.0,20.6,98.0,868.6,1008.3,0.1,100.0,1.1,0.0
2022-06-27 06:00:00,433.92,0.37,3.64,80.82,6.56,12.8,14.75,1.2,2.0,20.7,97.0,869.3,1009.1,0.2,100.0,1.1,0.0
2022-06-27 07:00:00,417.23,0.21,3.04,84.4,6.02,11.7,13.21,1.14,2.0,21.4,91.0,869.9,1009.5,0.1,100.0,1.9,0.0
2022-06-27 08:00:00,467.3,0.17,4.16,87.26,7.45,14.8,16.47,1.28,2.0,21.7,91.0,870.3,1009.8,0.2,100.0,2.6,0.0
2022-06-27 09:00:00,520.71,0.07,5.65,87.98,8.94,17.99,19.95,1.35,2.0,22.7,88.0,870.4,1009.4,0.2,100.0,3.3,13.0
2022-06-27 10:00:00,594.14,0.0,7.63,86.55,10.61,22.37,24.7,1.39,3.0,23.8,84.0,870.4,1008.8,0.1,100.0,2.6,44.0
2022-06-27 11:00:00,687.6,0.0,10.02,85.12,12.04,27.91,30.79,1.46,4.0,25.0,80.0,870.1,1007.9,0.1,100.0,3.4,198.0
2022-06-27 12:00:00,787.73,0.0,12.51,82.97,13.35,32.95,36.35,1.58,4.0,25.8,75.0,869.3,1006.5,0.1,100.0,2.0,216.0
2022-06-27 13:00:00,821.11,0.0,13.71,77.96,13.47,34.24,38.02,1.47,4.0,24.9,78.0,868.4,1005.9,2.8,85.0,4.2,223.0
2022-06-27 14:00:00,841.14,0.0,14.05,70.81,12.76,34.7,39.07,1.42,4.0,23.7,84.0,867.6,1005.6,2.6,100.0,4.7,184.0
2022-06-27 15:00:00,847.82,0.0,13.88,64.37,11.8,35.08,39.86,1.39,4.0,23.8,87.0,867.1,1005.0,0.3,100.0,3.1,244.0
2022-06-27 16:00:00,867.84,0.0,14.57,58.65,11.68,36.59,41.48,1.47,4.0,22.7,89.0,866.7,1005.1,3.1,97.0,3.3,13.0
2022-06-27 17:00:00,881.2,0.0,14.91,53.64,11.92,37.18,41.6,1.22,4.0,23.0,86.0,866.9,1005.2,0.5,100.0,3.3,52.0
2022-06-27 18:00:00,854.49,0.0,14.91,47.92,11.56,36.95,40.67,0.96,4.0,22.4,93.0,866.9,1005.5,0.1,100.0,2.6,15.0
2022-06-27 19:00:00,881.2,0.0,16.28,44.35,12.52,39.09,42.24,0.85,4.0,22.1,91.0,867.5,1006.3,0.1,100.0,1.8,0.0
2022-06-27 20:00:00,907.9,0.0,17.82,40.77,13.59,42.63,45.34,0.66,4.0,21.9,92.0,867.9,1006.9,0.0,100.0,2.1,0.0
2022-06-27 21:00:00,907.9,0.0,18.16,37.55,13.59,43.28,45.61,0.53,4.0,21.1,96.0,868.0,1007.4,0.0,100.0,3.0,0.0
2022-06-27 22:00:00,854.49,0.0,16.45,36.12,12.04,39.5,41.48,0.42,4.0,20.6,96.0,868.0,1007.6,0.1,100.0,3.1,0.0
2022-06-27 23:00:00,814.44,0.0,15.77,34.33,11.32,38.35,40.13,0.42,4.0,21.0,95.0,867.9,1007.3,0.3,100.0,2.5,0.0
2022-06-28 00:00:00,807.76,0.0,16.45,32.19,11.56,39.35,41.03,0.53,4.0,21.1,96.0,867.6,1006.9,0.2,100.0,2.2,0.0
2022-06-28 01:00:00,794.41,0.02,17.14,30.4,11.8,38.93,40.68,0.67,4.0,21.0,96.0,867.1,1006.4,0.5,100.0,1.6,0.0
2022-06-28 02:00:00,801.09,0.13,18.16,29.33,12.04,38.71,40.81,0.92,4.0,20.8,97.0,866.4,1005.7,0.5,100.0,2.2,0.0
2022-06-28 03:00:00,821.11,0.32,19.19,31.11,12.76,39.13,41.55,1.09,4.0,20.6,98.0,866.0,1005.3,0.5,100.0,1.8,0.0
2022-06-28 04:00:00,720.98,0.24,15.25,43.99,10.37,32.23,34.39,1.01,4.0,20.6,98.0,865.8,1005.1,0.5,100.0,2.6,0.0
2022-06-28 05:00:00,647.54,0.24,12.0,51.5,8.94,27.02,29.0,0.85,4.0,21.2,95.0,866.0,1005.0,0.3,100.0,2.2,0.0
2022-06-28 06:00:00,607.49,0.24,9.25,57.22,7.57,23.48,25.24,0.78,3.0,21.4,95.0,866.3,1005.3,0.3,100.0,2.2,0.0
2022-06-28 07:00:00,574.11,0.19,7.8,59.37,6.26,20.67,22.46,0.89,3.0,22.2,92.0,866.9,1005.6,0.2,100.0,1.0,17.0
2022-06-28 08:00:00,560.76,0.12,7.8,55.79,5.72,18.42,20.32,0.97,2.0,22.8,91.0,867.4,1005.8,0.3,100.0,1.5,27.0
2022-06-28 09:00:00,567.44,0.06,8.57,50.78,6.02,17.5,19.45,0.98,2.0,23.0,92.0,867.3,1005.6,1.0,96.0,1.8,35.0
2022-06-28 10:00:00,574.11,0.03,9.42,45.06,6.5,17.19,19.29,0.97,2.0,24.7,85.0,867.0,1004.4,0.2,99.0,4.6,146.0
2022-06-28 11:00:00,614.17,0.03,11.48,39.34,7.63,18.25,20.78,1.12,2.0,25.0,83.0,866.9,1004.2,0.5,100.0,6.2,317.0
2022-06-28 12:00:00,674.25,0.01,14.57,33.97,9.18,20.53,23.61,1.33,3.0,23.6,82.0,866.1,1003.9,8.2,100.0,8.0,170.0
2022-06-28 13:00:00,707.63,0.0,16.45,28.61,10.01,22.8,26.14,1.22,3.0,23.7,87.0,865.3,1003.0,1.7,90.0,3.3,8.0
2022-06-28 14:00:00,727.65,0.0,17.65,23.6,10.13,24.47,28.08,1.22,3.0,24.7,84.0,864.9,1002.0,0.3,100.0,3.6,233.0
2022-06-28 15:00:00,727.65,0.0,17.99,20.38,9.78,25.02,28.55,1.22,4.0,23.7,86.0,864.3,1001.8,4.0,100.0,0.4,45.0
2022-06-28 16:00:00,714.3,0.0,17.14,17.88,8.7,24.48,27.56,1.35,3.0,23.5,87.0,864.2,1001.8,1.6,100.0,0.8,22.0
2022-06-28 17:00:00,654.22,0.0,14.39,16.09,7.33,21.83,24.39,1.28,3.0,22.0,92.0,864.4,1002.8,5.3,100.0,2.1,3.0
2022-06-28 18:00:00,587.46,0.01,12.0,14.48,6.08,18.47,20.45,1.09,2.0,21.7,94.0,864.6,1003.1,1.6,100.0,1.8,0.0
2022-06-28 19:00:00,554.08,0.01,10.97,12.87,5.9,16.37,17.9,0.96,2.0,21.8,95.0,865.1,1003.7,1.7,100.0,3.5,0.0
2022-06-28 20:00:00,514.03,0.01,9.68,11.62,5.42,14.25,15.52,0.89,2.0,21.7,95.0,865.7,1004.4,1.3,100.0,3.9,0.0
2022-06-28 21:00:00,453.95,0.01,7.54,11.27,4.47,11.62,12.65,0.82,2.0,21.5,96.0,866.0,1004.8,1.7,100.0,3.8,0.0
2022-06-28 22:00:00,420.57,0.01,5.91,11.62,3.64,9.64,10.57,0.76,1.0,21.5,94.0,866.1,1005.0,2.2,100.0,3.8,0.0
2022-06-28 23:00:00,417.23,0.01,5.48,11.35,3.4,8.96,9.94,0.78,1.0,21.4,94.0,865.8,1004.7,1.9,100.0,4.6,0.0
2022-06-29 00:00:00,423.91,0.02,5.48,11.8,3.55,8.82,9.89,0.82,1.0,21.1,94.0,864.8,1003.7,2.5,100.0,4.4,0.0
2022-06-29 01:00:00,447.27,0.04,5.65,13.23,3.58,9.17,10.63,0.96,1.0,20.8,94.0,863.5,1002.3,2.3,100.0,5.6,0.0
2022-06-29 02:00:00,494.0,0.12,6.77,15.56,3.87,10.21,12.33,1.16,2.0,20.7,95.0,863.3,1002.1,2.1,100.0,2.8,0.0
2022-06-29 03:00:00,547.41,0.23,7.97,19.31,4.53,11.11,13.55,1.25,2.0,20.5,95.0,863.4,1002.4,3.5,100.0,4.9,0.0
2022-06-29 04:00:00,527.38,0.22,7.2,28.61,5.01,10.3,12.43,1.11,2.0,20.6,94.0,863.6,1002.5,6.1,100.0,6.9,0.0
2022-06-29 05:00:00,500.68,0.15,6.51,32.54,5.36,9.79,11.74,1.03,1.0,20.5,94.0,864.2,1003.3,9.1,100.0,3.8,0.0
2022-06-29 06:00:00,473.98,0.09,5.91,33.97,5.54,8.84,10.51,0.9,1.0,20.7,94.0,864.7,1003.7,5.5,100.0,4.3,0.0
2022-06-29 07:00:00,453.95,0.07,5.4,40.41,5.54,7.83,9.14,0.73,1.0,20.8,94.0,865.4,1004.5,4.9,100.0,6.0,0.0
2022-06-29 08:00:00,440.6,0.11,4.88,44.35,5.54,7.52,8.7,0.65,1.0,20.8,93.0,865.7,1004.8,3.4,100.0,7.4,0.0
2022-06-29 09:00:00,427.25,0.16,4.28,47.21,5.3,7.61,8.69,0.59,1.0,21.2,93.0,865.8,1004.8,3.5,100.0,6.1,0.0
2022-06-29 10:00:00,427.25,0.26,4.03,52.21,5.25,8.46,9.53,0.56,1.0,21.2,94.0,866.1,1005.1,4.0,100.0,5.7,0.0
2022-06-29 11:00:00,453.95,0.17,5.48,51.5,5.78,9.82,11.05,0.66,1.0,21.5,94.0,866.1,1005.0,3.9,100.0,6.6,0.0
2022-06-29 12:00:00,500.68,0.1,7.54,46.49,6.44,11.22,12.72,0.79,2.0,21.9,91.0,865.7,1004.3,2.0,100.0,6.5,0.0
2022-06-29 13:00:00,547.41,0.03,9.25,38.98,6.85,12.85,15.06,1.04,2.0,22.1,90.0,865.6,1004.1,1.2,100.0,5.5,0.0
2022-06-29 14:00:00,587.46,0.0,10.37,30.76,7.03,14.9,18.07,1.28,2.0,22.0,91.0,865.0,1003.5,0.8,100.0,5.9,0.0
2022-06-29 15:00:00,600.81,0.0,10.45,25.75,6.85,16.4,20.25,1.39,2.0,22.3,88.0,864.5,1002.7,0.7,100.0,5.4,9.0
2022-06-29 16:00:00,627.52,0.0,9.85,21.82,5.48,18.47,22.9,1.61,2.0,22.1,88.0,864.2,1002.5,0.7,100.0,4.4,2.0
2022-06-29 17:00:00,640.87,0.01,9.08,18.6,4.05,20.05,25.0,1.66,3.0,21.3,94.0,864.7,1003.4,0.4,100.0,3.1,0.0
2022-06-29 18:00:00,614.17,0.01,8.23,17.17,3.13,19.56,24.57,1.54,2.0,21.2,95.0,864.6,1003.4,1.2,100.0,3.1,0.0
2022-06-29 19:00:00,620.84,0.02,8.31,13.77,2.65,20.22,25.0,1.36,3.0,20.9,96.0,864.9,1003.9,0.7,100.0,3.3,0.0
2022-06-29 20:00:00,667.57,0.04,8.48,9.57,2.47,22.72,27.44,1.55,3.0,20.7,95.0,865.4,1004.6,0.7,100.0,4.3,0.0
2022-06-29 21:00:00,680.92,0.08,7.97,6.97,2.44,24.58,29.3,1.85,3.0,20.6,95.0,865.9,1005.2,0.5,100.0,3.9,0.0
2022-06-29 22:00:00,660.9,0.11,7.28,5.59,2.41,23.3,27.67,1.96,3.0,20.6,95.0,866.4,1005.8,0.5,100.0,3.5,0.0
2022-06-29 23:00:00,627.52,0.11,7.03,5.41,2.56,20.37,23.92,1.77,3.0,20.5,95.0,866.4,1005.9,0.4,100.0,3.5,0.0
2022-06-30 00:00:00,600.81,0.1,7.28,6.79,3.1,17.5,20.23,1.57,2.0,20.3,96.0,866.1,1005.6,0.2,100.0,2.6,0.0
2022-06-30 01:00:00,527.38,0.25,7.28,15.2,5.13,12.72,14.73,1.42,2.0,20.2,97.0,865.7,1005.2,0.2,100.0,1.8,0.0
2022-06-30 02:00:00,567.44,0.91,7.88,25.39,5.9,12.93,15.78,1.79,2.0,19.9,97.0,865.0,1004.5,0.1,100.0,2.5,0.0
2022-06-30 03:00:00,647.54,1.24,8.91,49.35,7.27,15.86,19.41,2.28,2.0,19.7,97.0,864.5,1004.1,0.0,100.0,3.3,0.0
2022-06-30 04:00:00,440.6,0.37,4.54,68.66,4.65,9.96,11.47,0.93,1.0,19.5,96.0,864.4,1004.0,0.0,100.0,3.9,0.0
2022-06-30 05:00:00,397.21,0.23,3.81,67.95,3.93,9.27,10.56,0.85,1.0,19.7,96.0,865.3,1005.0,0.0,100.0,3.5,0.0
2022-06-30 06:00:00,380.52,0.14,3.64,65.8,3.81,8.78,9.93,0.83,1.0,20.7,93.0,866.2,1005.5,0.0,91.0,3.3,15.0
2022-06-30 07:00:00,363.83,0.11,3.86,65.09,3.93,8.02,9.01,0.75,1.0,22.0,84.0,866.9,1005.7,0.0,100.0,4.7,107.0
2022-06-30 08:00:00,357.15,0.13,3.98,65.8,4.11,8.02,8.95,0.74,1.0,23.2,78.0,867.3,1005.5,0.0,99.0,5.9,96.0
2022-06-30 09:00:00,347.14,0.16,3.73,66.52,3.93,8.08,8.97,0.72,1.0,24.8,70.0,867.6,1005.1,0.0,88.0,3.7,176.0
2022-06-30 10:00:00,350.48,0.16,3.94,67.23,3.99,8.32,9.29,0.74,1.0,25.8,70.0,868.0,1005.1,0.0,100.0,2.7,454.0
2022-06-30 11:00:00,373.84,0.19,5.18,65.8,4.83,9.26,10.51,0.89,1.0,24.8,74.0,868.0,1005.6,0.1,100.0,3.5,220.0
2022-06-30 12:00:00,423.91,0.17,7.11,65.09,6.08,10.8,12.44,1.11,2.0,23.4,79.0,867.0,1005.1,0.3,98.0,3.1,37.0
2022-06-30 13:00:00,460.62,0.04,8.91,61.51,6.91,11.67,13.71,1.2,2.0,24.5,78.0,866.9,1004.4,0.3,100.0,1.8,252.0
2022-06-30 14:00:00,514.03,0.0,11.14,55.79,8.11,12.98,15.74,1.39,2.0,24.6,76.0,865.8,1003.1,0.2,95.0,3.3,143.0
2022-06-30 15:00:00,587.46,0.0,13.71,51.5,9.54,15.3,18.74,1.6,2.0,23.5,84.0,865.0,1002.7,0.1,100.0,4.4,84.0
2022-06-30 16:00:00,687.6,0.0,16.96,47.21,11.68,19.64,23.6,1.98,2.0,23.8,83.0,864.7,1002.2,0.0,96.0,1.6,72.0
2022-06-30 17:00:00,727.65,0.0,18.68,41.84,12.52,22.02,26.04,1.74,3.0,23.1,83.0,865.0,1002.9,0.0,76.0,2.8,72.0
2022-06-30 18:00:00,727.65,0.0,18.68,37.19,11.92,22.09,25.67,1.28,3.0,22.2,89.0,864.4,1002.6,0.0,53.0,1.8,22.0
2022-06-30 19:00:00,781.06,0.0,20.22,32.54,11.92,24.63,27.92,1.2,3.0,20.9,95.0,864.7,1003.6,0.0,61.0,1.1,0.0
2022-06-30 20:00:00,847.82,0.0,21.93,28.25,12.28,29.27,32.18,1.01,4.0,20.8,94.0,865.2,1004.3,0.0,98.0,3.6,0.0
2022-06-30 21:00:00,867.84,0.0,22.28,25.03,12.28,32.46,34.82,0.78,4.0,20.3,96.0,865.9,1005.4,0.0,99.0,2.9,0.0
2022-06-30 22:00:00,834.47,0.0,21.76,22.89,11.8,32.51,34.17,0.63,4.0,20.1,95.0,866.4,1006.0,0.1,100.0,2.5,0.0
2022-06-30 23:00:00,814.44,0.0,21.59,20.38,11.8,33.56,35.16,0.62,4.0,19.4,98.0,866.2,1006.1,0.4,100.0,2.9,0.0
2022-07-01 00:00:00,794.41,0.01,21.93,18.24,12.52,34.27,36.02,0.61,4.0,19.7,98.0,865.7,1005.4,0.0,99.0,2.0,0.0
2022-07-01 01:00:00,727.65,0.28,20.39,16.81,12.64,31.48,33.17,0.63,4.0,19.5,99.0,865.2,1004.9,0.0,99.0,1.5,0.0
2022-07-01 02:00:00,734.33,1.16,20.05,18.78,13.83,30.08,32.09,0.73,4.0,19.0,99.0,864.3,1004.2,0.0,100.0,1.5,0.0
2022-07-01 03:00:00,814.44,1.62,22.28,31.83,17.17,35.01,37.48,0.76,4.0,18.8,99.0,864.0,1003.9,0.0,100.0,1.8,0.0
2022-07-01 04:00:00,580.79,0.44,10.71,70.81,10.37,23.07,24.56,0.34,3.0,18.5,99.0,863.8,1003.8,0.0,100.0,4.0,0.0
2022-07-01 05:00:00,514.03,0.35,5.74,91.55,8.11,20.53,21.84,0.34,3.0,19.9,96.0,864.7,1004.2,0.0,100.0,5.5,1.0
2022-07-01 06:00:00,480.65,0.25,3.3,108.72,7.03,21.07,22.38,0.36,3.0,21.1,93.0,866.3,1005.4,0.0,24.0,1.8,27.0
2022-07-01 07:00:00,440.6,0.18,2.23,111.58,5.6,19.71,21.01,0.45,2.0,22.1,87.0,866.8,1005.5,0.0,69.0,3.4,138.0
2022-07-01 08:00:00,417.23,0.17,2.23,104.43,4.71,17.51,18.79,0.56,2.0,24.0,78.0,866.9,1004.7,0.0,63.0,2.3,257.0
2022-07-01 09:00:00,410.56,0.17,2.57,97.27,4.47,15.72,16.94,0.64,2.0,25.7,71.0,867.4,1004.4,0.0,51.0,4.2,432.0
2022-07-01 10:00:00,397.21,0.16,2.72,87.98,3.93,12.38,13.46,0.65,2.0,26.4,65.0,867.2,1003.8,0.6,61.0,5.8,515.0
2022-07-01 11:00:00,397.21,0.17,3.26,79.39,3.61,9.3,10.32,0.75,1.0,26.4,69.0,867.1,1003.7,0.6,74.0,5.8,478.0
2022-07-01 12:00:00,417.23,0.14,4.46,71.53,3.81,7.92,8.98,0.97,1.0,25.5,72.0,866.5,1003.5,1.8,100.0,4.9,453.0
2022-07-01 13:00:00,427.25,0.04,5.74,64.37,4.23,7.22,8.38,0.98,1.0,24.9,77.0,865.7,1002.8,1.5,96.0,4.1,206.0
2022-07-01 14:00:00,447.27,0.0,6.94,55.79,4.65,6.94,8.36,1.01,1.0,25.7,77.0,864.8,1001.4,1.4,87.0,6.2,356.0
2022-07-01 15:00:00,447.27,0.0,7.2,49.35,4.53,6.85,8.51,0.97,1.0,23.6,85.0,864.2,1001.8,1.7,77.0,3.8,102.0
2022-07-01 16:00:00,480.65,0.0,8.65,44.7,5.19,8.18,10.16,1.3,1.0,24.3,80.0,863.8,1001.0,0.1,59.0,2.7,124.0
2022-07-01 17:00:00,480.65,0.0,8.91,41.13,5.48,8.25,10.26,1.01,1.0,24.3,82.0,863.5,1000.6,0.0,71.0,3.5,100.0
2022-07-01 18:00:00,460.62,0.0,8.57,38.27,5.19,7.63,9.48,0.81,1.0,23.6,87.0,864.1,1001.6,0.0,75.0,1.3,22.0
2022-07-01 19:00:00,447.27,0.0,8.57,35.76,5.07,7.33,9.01,0.71,1.0,23.0,88.0,864.9,1002.9,0.1,72.0,1.3,0.0
2022-07-01 20:00:00,480.65,0.0,10.2,31.83,5.9,8.97,10.63,0.89,1.0,21.7,94.0,865.3,1004.0,0.2,100.0,2.5,0.0
2022-07-01 21:00:00,547.41,0.0,13.71,28.61,7.63,13.68,15.25,1.09,2.0,21.7,93.0,866.4,1005.2,0.3,100.0,1.8,0.0
2022-07-01 22:00:00,587.46,0.0,15.94,26.46,8.94,18.81,20.2,0.73,2.0,21.3,95.0,866.8,1005.9,5.9,100.0,3.2,0.0
2022-07-01 23:00:00,620.84,0.0,17.65,24.68,9.54,23.1,24.32,0.58,3.0,20.9,98.0,866.3,1005.5,0.2,100.0,1.8,0.0
2022-07-02 00:00:00,640.87,0.0,18.85,23.6,9.89,26.84,27.97,0.5,4.0,20.7,98.0,865.5,1004.7,0.1,100.0,1.1,0.0
2022-07-02 01:00:00,634.19,0.04,17.99,23.25,9.3,26.15,27.23,0.55,4.0,20.9,97.0,865.0,1004.0,0.0,100.0,1.1,0.0
2022-07-02 02:00:00,654.22,0.19,18.51,22.35,9.89,26.73,28.12,0.63,4.0,20.7,97.0,864.2,1003.2,0.3,100.0,4.0,0.0
2022-07-02 03:00:00,720.98,0.4,21.25,21.82,12.28,30.73,32.55,0.68,4.0,20.7,95.0,863.2,1002.0,0.2,100.0,4.2,0.0
2022-07-02 04:00:00,607.49,0.35,12.85,40.41,8.23,22.86,24.08,0.47,3.0,20.4,97.0,863.2,1002.1,0.0,100.0,1.8,0.0
2022-07-02 05:00:00,554.08,0.13,9.34,47.92,6.62,18.78,19.79,0.52,2.0,20.7,97.0,864.3,1003.3,0.0,100.0,1.9,0.0
2022-07-02 06:00:00,527.38,0.08,8.05,50.78,6.32,17.35,18.28,0.57,2.0,21.4,95.0,864.7,1003.4,0.0,99.0,2.5,25.0
2022-07-02 07:00:00,527.38,0.11,7.37,52.93,6.26,16.79,17.74,0.71,2.0,23.0,86.0,865.5,1003.5,0.0,99.0,0.8,113.0
2022-07-02 08:00:00,520.71,0.12,7.03,53.64,6.26,16.26,17.22,0.82,2.0,24.1,81.0,865.8,1003.4,0.1,97.0,3.1,200.0
2022-07-02 09:00:00,507.35,0.12,6.68,52.21,6.08,14.86,15.75,0.82,2.0,24.2,81.0,866.2,1003.8,0.3,100.0,4.4,248.0
2022-07-02 10:00:00,500.68,0.17,6.34,52.93,5.9,13.76,14.64,0.74,2.0,24.8,82.0,866.4,1003.7,0.2,93.0,1.1,405.0
2022-07-02 11:00:00,514.03,0.17,6.85,54.36,6.26,13.51,14.46,0.85,2.0,26.4,74.0,866.3,1002.8,0.1,72.0,1.1,397.0
2022-07-02 12:00:00,540.73,0.14,8.14,54.36,6.97,13.59,14.67,1.06,2.0,25.5,78.0,865.6,1002.4,0.2,100.0,2.7,291.0
2022-07-02 13:00:00,587.46,0.06,10.28,47.92,7.15,14.27,15.79,1.19,2.0,23.8,85.0,865.0,1002.6,5.6,100.0,2.9,91.0
2022-07-02 14:00:00,647.54,0.0,12.68,38.27,6.97,15.8,18.13,1.28,2.0,23.3,85.0,864.7,1002.5,3.6,100.0,2.5,12.0
2022-07-02 15:00:00,700.95,0.0,14.22,31.47,7.03,17.62,20.62,1.41,2.0,22.5,90.0,864.4,1002.5,0.7,100.0,3.5,32.0
2022-07-02 16:00:00,734.33,0.0,15.08,27.54,7.33,18.4,21.37,1.79,2.0,23.0,89.0,863.7,1001.5,0.2,99.0,3.4,25.0
2022-07-02 17:00:00,674.25,0.0,13.19,26.11,6.97,16.36,18.66,1.38,2.0,22.8,87.0,863.8,1001.7,0.0,95.0,2.7,41.0
2022-07-02 18:00:00,594.14,0.0,10.54,26.11,5.9,13.25,14.76,1.01,2.0,22.4,92.0,864.1,1002.2,0.0,90.0,2.9,20.0
2022-07-02 19:00:00,560.76,0.0,9.0,22.53,4.11,12.21,13.29,0.88,2.0,21.4,93.0,864.4,1003.1,0.0,100.0,2.5,0.0
2022-07-02 20:00:00,567.44,0.01,8.48,17.17,3.1,13.06,14.05,1.04,2.0,20.8,95.0,865.1,1004.2,0.0,100.0,2.5,0.0
2022-07-02 21:00:00,580.79,0.01,8.14,13.95,2.98,14.32,15.31,1.33,2.0,21.0,95.0,866.2,1005.4,0.0,100.0,1.8,0.0
2022-07-02 22:00:00,580.79,0.03,7.71,10.91,2.65,15.02,16.05,1.33,2.0,20.7,96.0,866.8,1006.2,1.3,100.0,2.1,0.0
2022-07-02 23:00:00,600.81,0.07,8.05,7.69,2.5,16.62,17.79,1.54,2.0,20.7,97.0,866.9,1006.3,0.1,100.0,2.5,0.0
2022-07-03 00:00:00,654.22,0.18,9.25,5.63,2.8,19.91,21.31,1.74,2.0,20.7,97.0,866.3,1005.6,0.1,100.0,3.2,0.0
